Title3,Following Perseus,Greek,English,Benjamin Jowett,Schleiermacher,Primary translation,Literal translation,Secondary translation
0059-003|105.|Cr.47c.4.,0059-003|104.|Cr.47c.3.,"Σωκράτης. τί δ᾽ ἔστι τὸ κακὸν τοῦτο, καὶ ποῖ τείνει, καὶ εἰς τί τῶν τοῦ ἀπειθοῦντος;",Socrates. And what is this harm? In what direction and upon what part of the one who disobeys does it act?,"Soc. And what will the evil be, whither tending and what affecting, in the disobedient person?","Sokrates: Was ist nun wohl dieses Übel? worauf zielt es, und was trifft es von dem Unfolgsamen?",سقراط: اما این شر چیست، و به کدامین سو و بر کجای فرد نافرمانبردار اثر می‌گذارد؟,سقراط: اما این بدی چیست، و به کدام جهت و بر کجای آن سرپیچی‌کننده اثر می‌گذارد؟,سقراط: اما این گزند چیست، و به کجا و بر چه چیز او که اطاعت نبرده اثر می‌گذارد؟
0059-003|106.|Cr.47c.5.,0059-003|105.|Cr.47c.4.,Κρίτων. δῆλον ὅτι εἰς τὸ σῶμα: ,Crito. Evidently upon his body;,"Cr. Clearly, affecting the body;",Kriton: Seinen Leib offenbar: ,کریتون: پیداست بر جسمش.,کریتون: آشکار [است] که بر بدن او.,کریتون: واضح است که بر بدن او.
0059-003|107.|Cr.47c.6.,0059-003|105.|Cr.47c.4.,τοῦτο γὰρ διόλλυσι.,for that is what it ruins.,that is what is destroyed by the evil.,denn diesen zerrüttet er.,چه آن را تباه می‌سازد.,زیرا آن را تباه می‌کند.,چرا که آن را نابود می‌کند.
0059-003|108.|Cr.47c.7.,0059-003|107.|Cr.47c.5,Σωκράτης. καλῶς λέγεις. ,Socrates. Right. ,Soc. Very good; ,Sokrates: Wohl gesprochen. ,سقراط: درست می‌گویی.,سقراط: نیک می‌گویی.,سقراط: نیک گفتی.
0059-003|109.|Cr.47d.1.,0059-003|107.|Cr.47c.5,"οὐκοῦν καὶ τἆλλα, ὦ Κρίτων, οὕτως, ἵνα μὴ πάντα διΐωμεν, καὶ δὴ καὶ περὶ τῶν δικαίων καὶ ἀδίκων καὶ αἰσχρῶν καὶ καλῶν καὶ ἀγαθῶν καὶ κακῶν, περὶ ὧν νῦν ἡ βουλὴ ἡμῖν ἐστιν, πότερον τῇ τῶν πολλῶν δόξῃ δεῖ ἡμᾶς ἕπεσθαι καὶ φοβεῖσθαι αὐτὴν ἢ τῇ τοῦ ἑνός, εἴ τίς ἐστιν ἐπαΐων, ὃν δεῖ καὶ αἰσχύνεσθαι καὶ φοβεῖσθαι μᾶλλον ἢ σύμπαντας τοὺς ἄλλους; ","Then in other matters, not to enumerate them all, in questions of right and wrong and disgraceful and noble and good and bad, which we are now considering, ought we to follow and fear the opinion of the many or that of the one, if there is anyone who knows about them, whom we ought to revere and fear more than all the others?","and is not this true, Crito, of other things which we need not separately enumerate? In the matter of just and unjust, fair and foul, good and evil, which are the subjects of our present consultation, ought we to follow the opinion of the many and to fear them; or the opinion of the one man who has understanding, and whom we ought to fear and reverence more than all the rest of the world: ","Ist es nun nicht eben so mit allem Andern, Kriton, damit wir nicht alles durchgehn; also auch mit dem gerechten und ungerechten, dem schändlichen und schönen, dem guten und bösen, worüber wir eben jetzt beratschlagen, ob wir hierin der Meinung der Mehresten folgen und sie fürchten müssen, oder nur des Einen seiner, wenn es einen Sachverständigen hierin gibt, den man mehr scheuen und fürchten muß als alle Anderen, ",ای کریتون، بنابراین در دیگر امور، برای اینکه همه را برنشمریم، به خصوص درباره‌ی عادلانه و ناعادلانه، ننگین و شایسته، و خیر و شر، درباره آنچه که اکنون مورد سنجش ما است، آیا ما بایستی از عقیده‌ی عموم مردم پیروی کرده و از آن بیم بداریم، یا از عقیده‌ی آن یک نفر، اگر شخصی مدبر باشد، که می‌بایست از او بیش از جملگی دیگران بیم و شرم داشت؟ ,بنابراین در دیگر امور نیز چنین [است]، ای کریتون، تا همه را مرور نکنیم، و خصوصا درباره‌ی دادگرانه‌ها و نادادگرانه‌ها، و نیز زشت‌ها و زیبا‌ها و نیک‌ها و بدها، درباره آنچه که اکنون ما را مورد تامل است، آیا ما را از نظر اکثریت پیروی کردن و از آن هراسیدن می‌بایست، یا [نظر] آن یک نفر، اگر خبره‌ای هست، که بایستی بیش از همه‌ی دیگران از او شرم داشتن و هراسیدن؟,پس در سایر موارد، ای کریتون، که به یکایک‌شان نخواهیم پرداخت، به ویژه پیرامون درست و نادرست، شرم‌آور و پسندیده، و خیر و شر، پیرامون آنچه که اکنون موضوع بحث ماست، آیا ما را می‌بایست از پندار‌ مردمان پیروی کرده و از آن پروا داریم، یا از پندار آن یک نفر، اگر شخصی آگاه وجود دارد، که می‌بایست از او بیش از خیل دیگران پروا داشت و شرم کرد؟ 
0059-003|110.|Cr.47d.2.,0059-003|107.|Cr.47c.5,"ᾧ εἰ μὴ ἀκολουθήσομεν, διαφθεροῦμεν ἐκεῖνο καὶ λωβησόμεθα, ὃ τῷ μὲν δικαίῳ βέλτιον ἐγίγνετο τῷ δὲ ἀδίκῳ ἀπώλλυτο.","And if we do not follow him, we shall injure and cripple that which we used to say is benefited by the right and is ruined by the wrong.",and whom deserting we shall destroy and injure that principle in us which may be assumed to be improved by justice and deteriorated by injustice;,"welchem dann nicht folgend wir uns das verderben werden und verstümmeln, was eben durch das Recht besser wird, durch das Unrecht aber untergeht.",اویی که اگر متابعتش نکنیم، آنچه را که با عدالت بهتر می‌شود و با بی‌عدالتی نابود می‌گردد آسیب رسانده و تباه خواهیم نمود. ,اویی که اگر اطاعتش نکنیم، آن چیزی را تباه نموده و ضایع خواهیم کرد که با [امر] دادگرانه بهتر می‌شد و با [امر] نادادگرانه نابود می‌گردید.,اگر از او پیروی نکنیم، آن چیزی را آسیب رسانده و تباه خواهیم نمود که با درستی بهتر می‌شود و با نادرستی نابود می‌گردد.
0059-003|111.|Cr.47d.3.,0059-003|107.|Cr.47c.5,ἢ οὐδέν ἐστι τοῦτο;,Or is there nothing in this?,is there not such a principle?,Oder gibt es dergleichen nichts?,یا چنین نیست؟,یا چنین نیست؟,یا این طور نیست؟
0059-003|112.|Cr.47d.4.,0059-003|109.|Cr.47d.1.,"Κρίτων. οἶμαι ἔγωγε, ὦ Σώκρατες.","Crito. I think it is true, Socrates.","Cr. Certainly there is, Socrates.","Kriton: Ja wohl, denke ich wenigstens, Sokrates.",کریتون: فکر می‌کنم چنین است، ای سقراط.,کریتون:من که [این طور] فکر می‌کنم، ای سقراط.,کریتون: گمان می‌کنم چنین باشد، ای سقراط.
0059-003|113.|Cr.47e.1.,0059-003|110.|Cr.47d.2.,"Σωκράτης. φέρε δή, ἐὰν τὸ ὑπὸ τοῦ ὑγιεινοῦ μὲν βέλτιον γιγνόμενον, ὑπὸ τοῦ νοσώδους δὲ διαφθειρόμενον διολέσωμεν πειθόμενοι μὴ τῇ τῶν ἐπαϊόντων δόξῃ, ἆρα βιωτὸν ἡμῖν ἐστιν διεφθαρμένου αὐτοῦ; ","Socrates. Well then, if through yielding to the opinion of the ignorant we ruin that which is benefited by health and injured by disease, is life worth living for us when that is ruined? ","Soc. Take a parallel instance; if, acting under the advice of men who have no understanding, we destroy that which is improvable by health and deteriorated by disease- when that has been destroyed, I say, would life be worth having? ","Sokrates: Wohlan denn! wenn wir nun das, was durch das Ungesunde zerrüttet, durch das Gesunde aber gebessert wird, indem wir nicht der Sachkundigen Meinung gehorchen, zerrüttet haben, lohnt es wohl noch zu leben nach dessen Zerrüttung? ",سقراط: کنون بنگر، اگر با پیروی از عقیده‌ی نابلدان آنچه را که با سلامتی بهتر می‌شود و با بیماری نابود می‌گردد تباه کنیم، آیا با نابود شدن آن زندگی برای ما ارزش زیستن دارد؟,سقراط: حال دریاب، اگر آنچه را که به وسیله‌ی سلامت بهتر شده و به وسیله‌ی بیماری نابود گردیده، از نظر [افراد] ناخبرگان پیروی کرده، تباه کنیم، آیا با آن نابود شده [زندگی] برای ما زیستنی است؟,سقراط: حال در نگر، اگر با پیروی از پندار ناآگاهان آنچه را تباه سازیم که با تندرستی بهتر گشته و با ناخوشی ویران می‌‌شود، آیا با ویران شدن آن زندگی برای ما قابل زیستن است؟
0059-003|114.|Cr.47e.2.,0059-003|110.|Cr.47d.2.,ἔστι δέ που τοῦτο σῶμα: ,"And that is the body, ",And that is- the body?,Dies ist aber doch der Leib? ,و آن بی‌شک جسم است.,و همانا آن بدن است،,و همانا آن بدن است،
0059-003|115.|Cr.47e.3.,0059-003|110.|Cr.47d.2.,ἢ οὐχί;,is it not?,%In previous sentence%,oder nicht?,مگر نه؟,یا خیر؟,یا نه؟
0059-003|116.|Cr.47e.4.,0059-003|113.|Cr.47e.1.,Κρίτων. ναί.,Crito. Yes.,Cr. Yes.,Kriton: Ja.,کریتون: آری.,کریتون: بله.,کریتون: آری.
0059-003|117.|Cr.47e.5.,0059-003|114.|Cr.47e.2.,Σωκράτης. ἆρ᾽ οὖν βιωτὸν ἡμῖν ἐστιν μετὰ μοχθηροῦ καὶ διεφθαρμένου σώματος;,Socrates. Then is life worth living when the body is worthless and ruined?,"Soc. Could we live, having an evil and corrupted body?",Sokrates: Lohnt es nun wohl zu leben mit einem abgeschwächten und zerrütteten Leibe?,سقراط: آنگاه آیا زندگی با جسمی درمانده و نابود شده برای ما ارزش زیستن دارد؟,سقراط: بنابراین آیا با بدنی رنجور و نابود شده [زندگی] برای ما زیستنی است؟,سقراط: پس آیا زندگی با بدنی رنجور و تباه شده برای ما قابل زیستن است؟
0059-003|118.|Cr.47e.6.,0059-003|115.|Cr.47e.3.,Κρίτων. οὐδαμῶς.,Crito. Certainly not.,Cr. Certainly not.,Kriton: Keinesweges.,کریتون: به هیچ روی.,کریتون: به هیچ وجه.,کریتون: به هیچ عنوان.
0059-003|119.|Cr.47e.7.,0059-003|116.|Cr.47e.4.,"Σωκράτης. ἀλλὰ μετ᾽ ἐκείνου ἄρ᾽ ἡμῖν βιωτὸν διεφθαρμένου, ᾧ τὸ ἄδικον μὲν λωβᾶται, τὸ δὲ δίκαιον ὀνίνησιν; ",Socrates. But is it worth living when that is ruined which is injured by the wrong and improved by the right? ,"Soc. And will life be worth having, if that higher part of man be depraved, which is improved by justice and deteriorated by injustice?","Sokrates: Allein wenn jenes zerrüttet ist, soll es doch noch lohnen zu leben, was eben durch Unrechthandeln beschädiget wird durch Rechthandeln aber gewinnt? ",سقراط: باری، آیا زندگی برای ما ارزش زیستن دارد، وقتی که آنچه با بی‌عدالتی آسیب می‌بیند و از عدالت نفع می‌برد نابود شده باشد؟,سقراط: اما آیا با آن نابود شده [زندگی] برای ما زیستنی [است]، آنچه را که [امر] نادادگرانه آسیب می‌زند و [امر] دادگرانه نفع می‌رساند؟,سقراط: لیکن آیا زندگی برای ما قابل زیستن است، وقتی که آن چیزی تباه گردد که با نادرستی زیان ‌می‌بیند و با درستی بهبود می‌یابد؟
